EntrezGeneID	Annotation	GOterms
SymbC1.scaffold236.15.m1	Uncharacterized protein CXorf40-like	
SymbC1.scaffold236.16.m1	NA	
SymbC1.scaffold236.17.m1	ubiquinone biosynthesis	GO:0005524|GO:0004672|GO:0006468
SymbC1.scaffold236.18.m1	hypothetical protein AK812_SmicGene10330	
SymbC1.scaffold236.19.m1	Cytosine-specific methyltransferase	
SymbC1.scaffold236.2.m1	SPFH domain band 7 family	
SymbC1.scaffold236.21.m1	Cytosine-specific methyltransferase	
SymbC1.scaffold236.3.m1	H(+) Cl(-) exchange transporter 7 isoform X2	GO:0055085|GO:0016020|GO:0006821|GO:0005247
SymbC1.scaffold236.4.m1	Mov34 MPN PAD-1 family	GO:0005515|GO:0005838
SymbC1.scaffold236.5.m1	dpy-30 like	
SymbC1.scaffold236.6.m1	phosphatidylinositol N-acetylglucosaminyltransferase	GO:0006506|GO:0016021|GO:0017176
SymbC1.scaffold236.7.m1	Phosphatidylinositol N-acetylglucosaminyltransferase subunit C	GO:0003676
SymbC1.scaffold236.8.m1	inner dynein arm i1 intermediate chain ic97	
SymbC1.scaffold236.9.m1	malate synthase G	GO:0006097|GO:0004474
SymbC1.scaffold23608.1.m1	S9 family peptidase	GO:0006508|GO:0008236
SymbC1.scaffold2361.1.m1	polyglycylase TTLL10	
SymbC1.scaffold2361.2.m1	ATPase family AAA domain-containing 2-like isoform X1	GO:0005524
SymbC1.scaffold2361.4.m1	Lysophosphatidylcholine acyltransferase 2B	
SymbC1.scaffold2361.5.m1	hypothetical protein AK812_SmicGene25710	
SymbC1.scaffold23610.1.m1	DUF1552 domain-containing	
SymbC1.scaffold23615.2.m1	transaldolase EF-hand domain-containing	GO:0005509
SymbC1.scaffold23619.1.m1	long-chain fatty acid-- ligase	GO:0003824
SymbC1.scaffold2362.1.m1	Luc7-like protein	
SymbC1.scaffold2362.2.m1	probable S-acyltransferase 15	
SymbC1.scaffold2362.3.m1	von Willebrand factor type A domain containing	
SymbC1.scaffold23621.1.m1	MULTISPECIES: hypothetical protein	
SymbC1.scaffold23626.2.m1	Glutathione S-transferase	GO:0005515
SymbC1.scaffold2363.1.m1	gamma-glutamyl transferase	
SymbC1.scaffold2363.10.m1	transcription elongation factor SPT5 homolog 1	GO:0003735|GO:0032784|GO:0005840|GO:0006357|GO:0006412
SymbC1.scaffold2363.2.m1	major facilitator family	GO:0055085|GO:0016021
SymbC1.scaffold2363.5.m1	NA	
SymbC1.scaffold2363.6.m1	132 kDa	
SymbC1.scaffold2363.7.m1	NA	
SymbC1.scaffold2363.8.m1	NA	
SymbC1.scaffold2364.1.m1	NA	
SymbC1.scaffold2364.3.m1	Soluble starch synthase chloroplastic amyloplastic	
SymbC1.scaffold23648.1.m1	pyruvate carboxylase	GO:0005524|GO:0003824|GO:0046872
SymbC1.scaffold2365.11.m1	Cu(I) Ag(I) efflux system membrane	GO:0003677|GO:0055085|GO:0022857|GO:0016020|GO:0006310|GO:0015074
SymbC1.scaffold2365.15.m1	PAS domain S-box	GO:0003677|GO:0005515
SymbC1.scaffold2365.16.m1	DUF11 domain-containing	GO:0005509
SymbC1.scaffold2365.17.m1	DUF11 domain-containing	
SymbC1.scaffold2365.18.m1	biofilm formation	GO:0005515
SymbC1.scaffold2365.2.m1	Relaxase (plasmid)	
SymbC1.scaffold2365.22.m1	transcriptional activator domain-containing	GO:0003677|GO:0005515|GO:0000160|GO:0006355
SymbC1.scaffold2365.23.m1	family	GO:0042834|GO:0055085|GO:0022857|GO:0016020
SymbC1.scaffold2365.29.m1	polyethylene glycol dehydrogenase	GO:0016614|GO:0050660|GO:0055114
SymbC1.scaffold2365.4.m1	chromosome partitioning	GO:0003677
SymbC1.scaffold2365.5.m1	cobalamin synthase	GO:0016887|GO:0005524|GO:0009236
SymbC1.scaffold2365.7.m1	adenosylcobalamin-dependent ribonucleoside-diphosphate reductase	GO:0000166|GO:0004748|GO:0031419|GO:0006260|GO:0055114
SymbC1.scaffold23651.2.m1	NADPH-dependent assimilatory sulfite reductase hemo subunit	GO:0016491|GO:0055114|GO:0051536|GO:0020037
SymbC1.scaffold23655.1.m1	magnesium chelatase	GO:0005524|GO:0006355|GO:0008134
SymbC1.scaffold2366.1.m1	phosphatase 2C 27	
SymbC1.scaffold2366.10.m1	SET domain-containing 8	GO:0016788|GO:0009058
SymbC1.scaffold2366.2.m1	YDJ1-mitochondrial and ER import	
SymbC1.scaffold2366.3.m1	NA	
SymbC1.scaffold2366.4.m1	NA	
SymbC1.scaffold2366.5.m1	vacuolar amino acid	
SymbC1.scaffold2366.6.m1	actin	
SymbC1.scaffold2366.7.m1	NA	
SymbC1.scaffold2366.8.m1	hypothetical protein AK812_SmicGene40379	
SymbC1.scaffold2366.9.m1	Bacteroid development	
SymbC1.scaffold23667.1.m1	NA	
SymbC1.scaffold2367.1.m1	NA	
SymbC1.scaffold2367.2.m1	Cell cycle control	
SymbC1.scaffold2367.3.m1	PREDICTED: uncharacterized protein LOC107706435	GO:0005515
SymbC1.scaffold23674.1.m1	lactoylglutathione lyase-like lyase	
SymbC1.scaffold2368.1.m1	Voltage-dependent T-type calcium channel subunit alpha-1I	
SymbC1.scaffold2368.2.m1	NEK kinase	GO:0005524|GO:0004672|GO:0006468
SymbC1.scaffold2368.3.m1	Adenosylhomocysteinase	GO:0051287|GO:0019510|GO:0004013
SymbC1.scaffold2368.4.m1	Abnormal spindle-like microcephaly-associated	GO:0005515
SymbC1.scaffold2368.5.m1	NA	
SymbC1.scaffold23687.1.m1	4-oxalomesaconate hydratase	GO:0006725|GO:0008198|GO:0016491|GO:0016787|GO:0016831
SymbC1.scaffold2369.1.m1	alpha beta hydrolase	
SymbC1.scaffold2369.2.m1	Bardet-Biedl syndrome 7	GO:0005515
SymbC1.scaffold2369.3.m1	NADPH-dependent oxidoreductase	GO:0016491
SymbC1.scaffold2369.4.m1	NA	
SymbC1.scaffold2369.6.m1	Ultraviolet-B receptor UVR8	GO:0003677|GO:0006310|GO:0015074
SymbC1.scaffold2369.9.m1	NA	
SymbC1.scaffold23692.1.m1	flagellin	GO:0009420|GO:0005198|GO:0071973
SymbC1.scaffold23692.2.m1	family RNA polymerase sigma factor	GO:0003700|GO:0016020|GO:0006355|GO:0006352|GO:0009306
SymbC1.scaffold23693.1.m1	family efflux transporter periplasmic adaptor subunit	
SymbC1.scaffold23695.1.m1	sugar phosphate isomerase epimerase	
SymbC1.scaffold237.1.m1	Brefeldin A resistance	GO:0046907
SymbC1.scaffold237.10.m1	NA	
SymbC1.scaffold237.11.m1	NA	
SymbC1.scaffold237.12.m1	vacuolar sorting-associated 41 homolog	GO:0005515|GO:0016192|GO:0006886
SymbC1.scaffold237.13.m1	Cytochrome c-550	GO:0005506|GO:0009055|GO:0022904|GO:0009523|GO:0042651|GO:0015979|GO:0020037
SymbC1.scaffold237.14.m1	Cytochrome c-550	GO:0009055|GO:0009523|GO:0042651|GO:0015979|GO:0020037
SymbC1.scaffold237.15.m1	RING zinc finger-containing	GO:0005515
SymbC1.scaffold237.16.m1	Nudix hydrolase 8	
SymbC1.scaffold237.17.m1	polynucleotide adenyltransferase	
SymbC1.scaffold237.18.m1	Acetylcholinesterase 1	
SymbC1.scaffold237.2.m1	Ran-specific GTPase-activating 2	
SymbC1.scaffold237.20.m1	zinc C3HC4 type (RING finger) domain containing	
SymbC1.scaffold237.21.m1	prolyl 4-hydroxylase 4	GO:0031418|GO:0005506|GO:0016705|GO:0055114
SymbC1.scaffold237.22.m1	kinase domain containing (macronuclear)	GO:0005524|GO:0004672|GO:0006468
SymbC1.scaffold237.23.m1	NA	
SymbC1.scaffold237.24.m1	Metallophosphoesterase domain-containing 1	GO:0016787
SymbC1.scaffold237.25.m1	Pyruvate dehydrogenase [NADP(+)]	
SymbC1.scaffold237.26.m1	hypothetical protein AK812_SmicGene3450	
SymbC1.scaffold237.28.m1	THUMP domain-containing 3	GO:0008168
SymbC1.scaffold237.4.m1	pyridoxal phosphate-dependent aminotransferase	GO:0030170|GO:0003824|GO:0009058
SymbC1.scaffold237.5.m1	hypothetical protein AK812_SmicGene18772	
SymbC1.scaffold237.6.m1	NA	
SymbC1.scaffold237.7.m1	Chloroplast stem-loop binding of 41 kDa chloroplastic	GO:0050662|GO:0003824
SymbC1.scaffold237.8.m1	Methylmalonic aciduria and homocystinuria type D- mitochondrial	GO:0046872
SymbC1.scaffold237.9.m1	NA	
SymbC1.scaffold2370.1.m1	Ankyrin repeat domain-containing 17	
SymbC1.scaffold2370.2.m1	NA	
SymbC1.scaffold2371.1.m1	NA	
SymbC1.scaffold2372.1.m1	hypothetical protein AK812_SmicGene36320	
SymbC1.scaffold2372.2.m1	ataxin-3-like isoform X1	GO:0004843|GO:0005525|GO:0016579|GO:0005515|GO:0003924
SymbC1.scaffold2372.3.m1	centrin 2	GO:0005509
SymbC1.scaffold2372.4.m1	hypothetical protein AK812_SmicGene36323	
SymbC1.scaffold2372.5.m1	zinc C3HC4 type (RING finger) domain-containing	
SymbC1.scaffold2372.6.m1	MIF4G domain-containing	GO:0003723|GO:0005515
SymbC1.scaffold2372.7.m1	dual specificity phosphatase 10	GO:0004725|GO:0006470|GO:0008138
SymbC1.scaffold2372.8.m1	Phospholipase DDHD2	GO:0046872
SymbC1.scaffold23722.1.m1	nucleotide pyrophosphatase	GO:0003824
SymbC1.scaffold23723.1.m1	hypothetical protein	
SymbC1.scaffold23724.1.m1	type VI secretion system contractile sheath small subunit	
SymbC1.scaffold23724.2.m1	type VI secretion system	
SymbC1.scaffold2373.1.m1	Pentatricopeptide repeat-containing chloroplastic	
SymbC1.scaffold2373.2.m1	ribosomal RPS19	GO:0003735|GO:0005840|GO:0006412
SymbC1.scaffold2373.3.m1	Peroxisomal membrane PMP34	
SymbC1.scaffold2373.4.m1	Ankyrin repeat domain-containing 50	
SymbC1.scaffold2373.6.m1	Ankyrin repeat domain-containing 50	GO:0005515
SymbC1.scaffold2373.7.m1	NA	
SymbC1.scaffold2373.8.m1	hypothetical protein AK812_SmicGene13472	
SymbC1.scaffold23733.2.m1	cysteine synthase A	
SymbC1.scaffold23737.1.m1	30S ribosomal S1	GO:0003676
SymbC1.scaffold2374.1.m1	NA	GO:0003676
SymbC1.scaffold2374.2.m1	hypothetical protein EMIHUDRAFT_210748	
SymbC1.scaffold2374.3.m1	NA	
SymbC1.scaffold2374.4.m1	hypothetical protein AK812_SmicGene16382	GO:0003676|GO:0008270
SymbC1.scaffold23741.1.m1	DNA-directed RNA polymerase subunit alpha	GO:0003677|GO:0003899|GO:0003735|GO:0006351|GO:0046983|GO:0005840|GO:0006412
SymbC1.scaffold2375.1.m1	serine threonine kinase	GO:0005524|GO:0004672|GO:0045454|GO:0006468
SymbC1.scaffold2375.3.m1	NA	
SymbC1.scaffold2376.1.m1	NA	
SymbC1.scaffold2376.2.m1	hypothetical protein AK812_SmicGene32680	
SymbC1.scaffold2376.3.m1	hypothetical protein AK812_SmicGene246	
SymbC1.scaffold2376.4.m1	NA	
SymbC1.scaffold23760.1.m1	MULTISPECIES: hypothetical protein	
SymbC1.scaffold23762.1.m1	#NAME?	
SymbC1.scaffold23762.2.m1	RNA polymerase sigma-70 ECF	
SymbC1.scaffold23769.1.m1	MULTISPECIES: hypothetical protein	
SymbC1.scaffold2377.1.m1	gh3 domain-containing	
SymbC1.scaffold2377.2.m1	eukaryotic initiation factor-4E	GO:0003743|GO:0005737|GO:0006413
SymbC1.scaffold2377.3.m1	NADPH-dependent conjugated polyketone reductase C2	
SymbC1.scaffold2377.4.m1	Aldo keto reductase	GO:0016491|GO:0046872|GO:0055114
SymbC1.scaffold2377.5.m1	Fructose-1,6- chloroplastic	
SymbC1.scaffold2377.7.m1	plastid fructose 1,6-bisphosphatase isoform	GO:0005975|GO:0042132
SymbC1.scaffold2377.8.m1	methyltransferase	GO:0008171
SymbC1.scaffold23772.1.m1	phytanoyl- dioxygenase	
SymbC1.scaffold23772.2.m1	xylose isomerase	
SymbC1.scaffold23774.1.m1	SDR family NAD(P)-dependent oxidoreductase	
SymbC1.scaffold2378.1.m1	hypothetical protein AK812_SmicGene10492	
SymbC1.scaffold2378.2.m1	transport Sec24-like At4g32640	GO:0008270|GO:0006888|GO:0006886|GO:0030127
SymbC1.scaffold2378.3.m1	emp24 gp25L p24 family domain- transmembrane	
SymbC1.scaffold2378.4.m1	Poly(A) RNA polymerase cid13	
SymbC1.scaffold2378.5.m1	hypothetical protein AK812_SmicGene10522	
SymbC1.scaffold23780.1.m1	AAA family ATPase	GO:0005524|GO:0006355|GO:0008134
SymbC1.scaffold23786.1.m1	MULTISPECIES: hypothetical protein	
SymbC1.scaffold2379.1.m1	hypothetical protein AK812_SmicGene41139	
SymbC1.scaffold2379.3.m1	MHCK EF2 kinase domain	GO:0005524|GO:0004674|GO:0006468
SymbC1.scaffold2379.4.m1	NA	GO:0006813|GO:0005249|GO:0055085|GO:0008076
SymbC1.scaffold2379.5.m1	transmembrane domian-containing	GO:0055085|GO:0016021
SymbC1.scaffold2379.8.m1	NA	
SymbC1.scaffold238.1.m1	NA	
SymbC1.scaffold238.10.m1	EPS15 domain-containing	GO:0005515|GO:0005509
SymbC1.scaffold238.11.m1	Synaptic vesicle 2-related	GO:0055085|GO:0022857|GO:0016021
SymbC1.scaffold238.12.m1	E3 ubiquitin- ligase	
SymbC1.scaffold238.15.m1	Cytosine-specific methyltransferase	
SymbC1.scaffold238.17.m1	Kinesin-like protein KIF3A, partial	
SymbC1.scaffold238.2.m1	hypothetical protein AK812_SmicGene41983	
SymbC1.scaffold238.3.m1	DUF1415 domain-containing	
SymbC1.scaffold238.4.m1	valine-tRNA	GO:0004832|GO:0005524|GO:0006438|GO:0005737|GO:0002161
SymbC1.scaffold238.5.m1	taurine catabolism dioxygenase	GO:0016491|GO:0055114
SymbC1.scaffold238.6.m1	NA	
SymbC1.scaffold238.7.m1	NA	
SymbC1.scaffold238.8.m1	Poly [ADP-ribose] polymerase 11	GO:0001522|GO:0003723|GO:0016491|GO:0055114|GO:0009982|GO:0003950
SymbC1.scaffold238.9.m1	Pumilio-like 3	GO:0003676
SymbC1.scaffold2380.1.m1	histone deacetylase 6	GO:0008270
SymbC1.scaffold2380.2.m1	NA	
SymbC1.scaffold2380.4.m1	DSBA family thioredoxin domain containing	GO:0015035
SymbC1.scaffold2380.5.m1	Box C D snoRNA 1	GO:0005515
SymbC1.scaffold2380.6.m1	lysyl-tRNA synthetase	GO:0005506|GO:0051536|GO:0016226
SymbC1.scaffold2380.7.m1	hypothetical protein AK812_SmicGene33311	
SymbC1.scaffold2380.8.m1	NA	
SymbC1.scaffold23802.1.m1	hypothetical protein, variant	
SymbC1.scaffold23803.1.m1	hydroxymethylbilane synthase	GO:0004418|GO:0033014
SymbC1.scaffold23805.1.m1	ornithine carbamoyltransferase	GO:0006520|GO:0016597|GO:0016743
SymbC1.scaffold23808.1.m1	hemagglutinin repeat-containing	
SymbC1.scaffold2381.1.m1	Retrovirus-related Pol poly from transposon TNT 1-94	
SymbC1.scaffold2381.2.m1	Apurinic endonuclease-redox	
SymbC1.scaffold2381.3.m1	NA	
SymbC1.scaffold2381.4.m1	Apurinic endonuclease-redox	GO:0016787
SymbC1.scaffold2381.8.m1	ASCH domain-containing	
SymbC1.scaffold2381.9.m1	Apurinic endonuclease-redox	GO:0003677|GO:0006281|GO:0004519|GO:0005622
SymbC1.scaffold23813.1.m1	YHS domain-containing	GO:0005515
SymbC1.scaffold2382.1.m1	inactive serine threonine- kinase scy1	
SymbC1.scaffold23820.1.m1	urea ABC transporter substrate-binding	
SymbC1.scaffold23822.2.m1	30S ribosomal S3	GO:0003735|GO:0005840|GO:0019843|GO:0006412
SymbC1.scaffold2383.1.m1	NA	
SymbC1.scaffold2383.2.m1	Dicarboxylate transporter chloroplastic	GO:0006814|GO:0055085|GO:0016020|GO:0005215
SymbC1.scaffold2383.3.m1	Dicarboxylate transporter chloroplastic	GO:0006814|GO:0055085|GO:0016020|GO:0005215
SymbC1.scaffold2383.4.m1	cGMP-dependent kinase	GO:0005524|GO:0004672|GO:0006468
SymbC1.scaffold2383.5.m1	hypothetical protein AK812_SmicGene405	
SymbC1.scaffold2383.6.m1	NA	
SymbC1.scaffold2383.7.m1	NA	
SymbC1.scaffold23830.2.m1	family translocator	GO:0016020|GO:0006865
SymbC1.scaffold23834.1.m1	lipopolysaccharide biosynthesis	GO:0016020
SymbC1.scaffold23835.1.m1	9-cis-epoxycarotenoid dioxygenase	GO:0016702|GO:0055114
SymbC1.scaffold2384.1.m1	Vacuolar amino acid transporter 1	
SymbC1.scaffold2384.10.m1	Group XIIA secretory phospholipase A2	
SymbC1.scaffold2384.11.m1	Group XIIA secretory phospholipase A2	
SymbC1.scaffold2384.4.m1	hypothetical protein AK812_SmicGene21745	
SymbC1.scaffold2384.5.m1	hypothetical protein AK812_SmicGene21747	
SymbC1.scaffold2384.8.m1	NA	
SymbC1.scaffold23841.1.m1	VOC family	GO:0055114|GO:0051920
SymbC1.scaffold23848.1.m1	tetratricopeptide repeat	
SymbC1.scaffold2385.2.m1	Ankyrin repeat domain-containing 50	
SymbC1.scaffold2385.3.m1	Ankyrin repeat domain-containing 17	
SymbC1.scaffold2385.6.m1	Drug Metabolite Transporter (DMT) Superfamily	GO:0055085|GO:0022857|GO:0016021
SymbC1.scaffold2386.1.m1	NA	
SymbC1.scaffold23868.2.m1	MULTISPECIES: hypothetical protein	
SymbC1.scaffold2387.1.m1	Beta-glucosidase 42	
SymbC1.scaffold2387.2.m1	NA	
SymbC1.scaffold2387.3.m1	NA	GO:0005509
SymbC1.scaffold2387.4.m1	NA	
SymbC1.scaffold2387.5.m1	NA	
SymbC1.scaffold2387.6.m1	Fucoxanthin-chlorophyll a-c binding chloroplastic	
SymbC1.scaffold23871.1.m1	serine threonine kinase	GO:0005524|GO:0005515|GO:0004672|GO:0006468
SymbC1.scaffold23875.1.m1	3-oxoacyl-ACP reductase	
SymbC1.scaffold23876.1.m1	Ribulose bisphosphate carboxylase	GO:0015977|GO:0016984
SymbC1.scaffold23879.1.m1	DUF1559 domain-containing	
SymbC1.scaffold2388.1.m1	cytochrome p450	GO:0005216|GO:0006811|GO:0055085|GO:0005506|GO:0016705|GO:0005509|GO:0016020|GO:0055114|GO:0020037
SymbC1.scaffold2388.2.m1	tetratricopeptide tpr_1 repeat-containing	GO:0005515
SymbC1.scaffold23881.1.m1	hypothetical protein	
SymbC1.scaffold2389.5.m1	NA	
SymbC1.scaffold23897.1.m1	5 -methylthioadenosine nucleosidase	GO:0003824|GO:0009116
SymbC1.scaffold23899.1.m1	acetylxylan esterase	GO:0016491|GO:0055114|GO:0051537
SymbC1.scaffold239.1.m1	Pentatricopeptide repeat-containing chloroplastic	GO:0005216|GO:0006811|GO:0055085|GO:0016020
SymbC1.scaffold239.3.m1	hypothetical protein AK812_SmicGene19308	
SymbC1.scaffold2390.1.m1	Phosphoglycerate mutase	GO:0005524|GO:0006003|GO:0006000|GO:0003873
SymbC1.scaffold2390.3.m1	predicted protein	GO:0070403
SymbC1.scaffold2390.4.m1	NA	GO:0016846
SymbC1.scaffold23903.1.m1	MULTISPECIES: hypothetical protein	
SymbC1.scaffold2391.1.m1	methenyltetrahydrofolate cyclohydrolase	GO:0003824|GO:0044237
SymbC1.scaffold2391.11.m1	Homeobox Wariai	
SymbC1.scaffold2391.12.m1	Calcium-dependent kinase 2	
SymbC1.scaffold2391.13.m1	hypothetical protein AK812_SmicGene30522	GO:0005515
SymbC1.scaffold2391.14.m1	PPR repeat-containing	GO:0005515
SymbC1.scaffold2391.15.m1	Kinase D-interacting substrate of 220 kDa	
SymbC1.scaffold2391.17.m1	cGMP-dependent kinase 1	
SymbC1.scaffold2391.18.m1	DUF3459 domain-containing	GO:0005975|GO:0043169|GO:0004553
SymbC1.scaffold2391.19.m1	phosphatase 2C 35	GO:0000287|GO:0004722|GO:0006470|GO:0008897
SymbC1.scaffold2391.2.m1	Kinesin light chain	
SymbC1.scaffold2391.4.m1	Glutathione S-transferase 3	
SymbC1.scaffold2391.5.m1	hypothetical protein AK812_SmicGene7853	
SymbC1.scaffold2391.9.m1	hypothetical protein AK812_SmicGene14960	
SymbC1.scaffold2392.1.m1	NAD kinase chloroplastic	GO:0003951|GO:0019674|GO:0006741
SymbC1.scaffold2392.2.m1	NA	
SymbC1.scaffold2392.3.m1	hypothetical protein AK812_SmicGene33620	
SymbC1.scaffold23929.1.m1	chorismate synthase	GO:0009073|GO:0004107
SymbC1.scaffold2393.1.m1	E3 ubiquitin- ligase HERC1	GO:0005515
SymbC1.scaffold2393.2.m1	Histone-lysine N-methyltransferase EHMT1	
SymbC1.scaffold2393.3.m1	RNA-binding	GO:0003676
SymbC1.scaffold23939.1.m1	arsenite methyltransferase	
SymbC1.scaffold2394.2.m1	hypothetical protein AK812_SmicGene1640	
SymbC1.scaffold2394.3.m1	NA	
SymbC1.scaffold2394.5.m1	hypothetical protein AK812_SmicGene1640	
SymbC1.scaffold2394.6.m1	hypothetical protein AK812_SmicGene1640	
SymbC1.scaffold23943.1.m1	A G-specific adenine glycosylase	GO:0003677|GO:0006284|GO:0019104|GO:0051539
SymbC1.scaffold23947.1.m1	sodium-dependent bicarbonate transport family permease	GO:0003700|GO:0006355
SymbC1.scaffold2395.1.m1	cystatin-B-like isoform X1	GO:0004869|GO:0005622
SymbC1.scaffold2395.2.m1	NA	
SymbC1.scaffold2395.3.m1	NA	
SymbC1.scaffold2395.4.m1	NAD(P) transhydrogenase subunit alpha	
SymbC1.scaffold2395.6.m1	Sodium channel 60E	
SymbC1.scaffold23953.1.m1	serine threonine kinase	GO:0005524|GO:0004672|GO:0006468
SymbC1.scaffold23956.1.m1	ATPase	GO:0005515
SymbC1.scaffold23958.1.m1	dehydrogenase	GO:0009055|GO:0020037
SymbC1.scaffold23959.1.m1	glutamate-5-semialdehyde dehydrogenase	GO:0050661|GO:0004350|GO:0006561|GO:0055114
SymbC1.scaffold2397.1.m1	NA	
SymbC1.scaffold2397.2.m1	#NAME?	
SymbC1.scaffold23974.1.m1	NA	
SymbC1.scaffold2398.1.m1	di-trans,poly-cis-decaprenylcistransferase	GO:0016765
SymbC1.scaffold23985.1.m1	NA	
SymbC1.scaffold2399.1.m1	NA	
SymbC1.scaffold2399.2.m1	RING finger 150	
SymbC1.scaffold2399.3.m1	hypothetical protein AK812_SmicGene31673	
SymbC1.scaffold2399.5.m1	NA	
SymbC1.scaffold23999.1.m1	DUF3179 domain-containing	GO:0004040
SymbC1.scaffold24.100.m1	site-specific integrase	GO:0003677|GO:0006310|GO:0015074
SymbC1.scaffold24.101.m1	MFS transporter	GO:0055085|GO:0016491|GO:0016021|GO:0055114
SymbC1.scaffold24.102.m1	sulfite exporter family	GO:0016021
SymbC1.scaffold24.103.m1	membrane	GO:0016020|GO:0046873|GO:0030001
SymbC1.scaffold24.105.m1	type VI secretion system contractile sheath large subunit	GO:0005515
SymbC1.scaffold24.107.m1	VWA domain-containing	
SymbC1.scaffold24.108.m1	type VI secretion system baseplate subunit	
SymbC1.scaffold24.109.m1	DUF1588 domain-containing	
SymbC1.scaffold24.111.m1	NA	
SymbC1.scaffold24.114.m1	EAL domain-containing	
SymbC1.scaffold24.116.m1	RNA-binding transcriptional accessory	GO:0003677|GO:0003899|GO:0005515|GO:0006351
SymbC1.scaffold24.118.m1	3-hydroxyacyl- dehydrogenase	GO:0003857|GO:0055114|GO:0006631
SymbC1.scaffold24.12.m1	zinc-binding alcohol dehydrogenase family	GO:0008270|GO:0016491|GO:0055114
SymbC1.scaffold24.120.m1	diaminopimelate decarboxylase	GO:0008836|GO:0009089
SymbC1.scaffold24.122.m1	MULTISPECIES: hypothetical protein	
SymbC1.scaffold24.127.m1	DUF1559 domain-containing	
SymbC1.scaffold24.128.m1	ABC transporter	GO:0016887|GO:0005524|GO:0016020
SymbC1.scaffold24.129.m1	serine threonine kinase	GO:0005524|GO:0004672|GO:0006468
SymbC1.scaffold24.133.m1	DNA primase	
SymbC1.scaffold24.135.m1	recombinase family	GO:0003677|GO:0000150|GO:0006310
SymbC1.scaffold24.136.m1	hypothetical protein	
SymbC1.scaffold24.138.m1	GNAT family N-acetyltransferase	GO:0042398|GO:0004357
SymbC1.scaffold24.139.m1	ATP-grasp domain-containing	GO:0005524|GO:0046872
SymbC1.scaffold24.140.m1	magnesium transporter	GO:0015693|GO:0016020|GO:0015095
SymbC1.scaffold24.15.m1	dihydrodipicolinate synthase family	GO:0016829
SymbC1.scaffold24.151.m1	cycloinulo-oligosaccharide fructanotransferase	
SymbC1.scaffold24.154.m1	1 family aminotransferase	GO:0003824
SymbC1.scaffold24.156.m1	GDP-mannose 4,6-dehydratase	GO:0019673|GO:0008446
SymbC1.scaffold24.157.m1	UDP-glucose 6-dehydrogenase	GO:0051287|GO:0003979|GO:0009226|GO:0055114
SymbC1.scaffold24.158.m1	undecaprenyl decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase	GO:0016021|GO:0006355|GO:0008963
SymbC1.scaffold24.159.m1	polysaccharide biosynthesis	GO:0015159|GO:0015774|GO:0016020
SymbC1.scaffold24.163.m1	class I SAM-dependent methyltransferase	
SymbC1.scaffold24.164.m1	serine threonine kinase	GO:0005515
SymbC1.scaffold24.168.m1	transketolase	GO:0003824
SymbC1.scaffold24.169.m1	GNAT family N-acetyltransferase	GO:0005524|GO:0046872|GO:0048037
SymbC1.scaffold24.173.m1	phosphohydrolase	GO:0016209|GO:0016491|GO:0045454|GO:0055114
SymbC1.scaffold24.174.m1	Integral membrane	GO:0003723|GO:0016021|GO:0006355|GO:0006353
SymbC1.scaffold24.175.m1	MULTISPECIES: hypothetical protein	GO:0005509|GO:0009055|GO:0016787|GO:0020037
SymbC1.scaffold24.177.m1	small conductance mechanosensitive ion channel	GO:0055085|GO:0016020
SymbC1.scaffold24.178.m1	DUF1579 domain-containing	
SymbC1.scaffold24.181.m1	DUF1553 domain-containing	GO:0005975|GO:0003700|GO:0009055|GO:0006355|GO:0006352|GO:0004563|GO:0020037
SymbC1.scaffold24.182.m1	glucose-6-phosphate dehydrogenase	GO:0050661|GO:0055085|GO:0022857|GO:0055114|GO:0006006|GO:0004345
SymbC1.scaffold24.186.m1	ABC transporter permease subunit	GO:0005315|GO:0005524|GO:0045936|GO:0016021|GO:0042301|GO:0015415|GO:0035435|GO:0030643
SymbC1.scaffold24.188.m1	DUF4976 domain-containing	GO:0008484
SymbC1.scaffold24.19.m1	phosphoenolpyruvate hydrolase family	GO:0003824
SymbC1.scaffold24.190.m1	cysteine hydrolase	GO:0003824
SymbC1.scaffold24.194.m1	family oxidoreductase	
SymbC1.scaffold24.195.m1	multidrug efflux RND transporter permease subunit	GO:0006855|GO:0015562|GO:0016021
SymbC1.scaffold24.199.m1	sulfite exporter family	GO:0016021
SymbC1.scaffold24.2.m1	alpha beta hydrolase	
SymbC1.scaffold24.20.m1	multidrug transporter	GO:0005524|GO:0055085|GO:0022857|GO:0016020|GO:0006355|GO:0043565|GO:0008134
SymbC1.scaffold24.206.m1	1,4-alpha-glucan branching	GO:0003676|GO:0005978|GO:0003844|GO:0004518|GO:0043169|GO:0004553
SymbC1.scaffold24.21.m1	CRTAC1 family	GO:0005515
SymbC1.scaffold24.210.m1	phosphoenolpyruvate carboxylase	GO:0006099|GO:0015977|GO:0008964
SymbC1.scaffold24.211.m1	family peroxiredoxin	GO:0004601|GO:0006979
SymbC1.scaffold24.212.m1	tandem-95 repeat	GO:0000272|GO:0005509|GO:0016020|GO:0004553
SymbC1.scaffold24.213.m1	RNA polymerase factor sigma-70	GO:0003677|GO:0016987|GO:0003700|GO:0006355|GO:0006352
SymbC1.scaffold24.221.m1	glycosylase	
